name,retinue,weapon,shield,armor,ranged,tiltyard,size,tags,playstyle,wins,losses,mut_wipe,indecisive,n_battles,win_rate,loss_rate,decisive_rate,decisive_win_rate,avg_self_survivors,avg_opp_survivors,kill_efficiency,upkeep_per_retinue,army_upkeep,wins_per_1000_upkeep,military_pursuit_count,domain_count,pursuits
"Sgt/Lance+Crossbow/Chain (TY) [ImmU, MaxInit3, Seize:1st, Cond+1]",Sergeant,Lance,,Chainmail,Crossbow,True,50,"Cond Field,Immune Unwieldy,MaxInit3,Seize: first",Random,64284,24309,12928,779,102300,0.6284,0.2376,0.9924,0.7256,16.32,5.50,10.82,1900,95000,676.67,10,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Ministry|Stable|Tannery|Tiltyard|War College
"Sgt/Lance3+Crossbow/Chain (TY) [ImmU, MaxInit3, Seize:1st, Cond+1]",Sergeant,Lance3,,Chainmail,Crossbow,True,50,"Cond Field,Immune Unwieldy,MaxInit3,Seize: first",Random,64280,24454,12773,793,102300,0.6283,0.2390,0.9922,0.7244,16.32,5.53,10.78,1900,95000,676.63,10,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Ministry|Stable|Tannery|Tiltyard|War College
"Sgt/Cavalry Spear+Crossbow/Chain (TY) [ImmU, MaxInit3, Seize:1st, Cond+1]",Sergeant,Cavalry Spear,,Chainmail,Crossbow,True,50,"Cond Field,Immune Unwieldy,MaxInit3,Seize: first",Random,51447,33594,16432,827,102300,0.5029,0.3284,0.9919,0.6050,12.90,8.31,4.59,1900,95000,541.55,10,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Ministry|Stable|Tannery|Tiltyard|War College
"Sgt/2HBastard/Chain [MaxInit3, MinInit+1, Seize:1st]",Sergeant,2HBastard,,Chainmail,,False,50,"MaxInit3,MinInit+1,Seize: first",Random,60292,35045,6212,751,102300,0.5894,0.3426,0.9927,0.6324,15.52,7.36,8.16,2100,105000,574.21,6,16,Animal Husbandry|Armory|Forge|Ministry|Ministry Mastery|Tannery|War College
"Sgt/WarHammer/Chain [MaxInit3, MinInit+1, Seize:1st]",Sergeant,War Hammer,,Chainmail,,False,50,"MaxInit3,MinInit+1,Seize: first",Random,67158,29478,4819,845,102300,0.6565,0.2882,0.9917,0.6950,15.33,5.99,9.33,2100,105000,639.60,6,16,Animal Husbandry|Armory|Forge|Ministry|Ministry Mastery|Tannery|War College
"Sgt/Crossbow/Chain [MaxInit3, MinInit+1, Seize:1st]",Sergeant,,,Chainmail,Crossbow,False,50,"MaxInit3,MinInit+1,Seize: first",Random,56560,38856,6055,829,102300,0.5529,0.3798,0.9919,0.5928,12.93,7.57,5.36,1900,95000,595.37,8,16,Animal Husbandry|Armory|Carpentry|Fletchery|Forge|Ministry|Ministry Mastery|Tannery|War College
"Sgt/2HBastard+Javelin/Chain (TY) [Cond+1, MaxInit3, MinInit+1, Seize:1st, ImmU]",Sergeant,2HBastard,,Chainmail,Javelin,True,50,"Cond Field,Immune Unwieldy,MaxInit3,MinInit+1,Seize: first",Random,68393,21723,11404,780,102300,0.6686,0.2123,0.9924,0.7589,18.31,5.18,13.12,1900,95000,719.93,10,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Ministry|Ministry Mastery|Tannery|Tiltyard|War College
"Sgt/2HBastard+Crossbow/Chain (TY) [Cond+1, MaxInit3, MinInit+1, Seize:1st, ImmU]",Sergeant,2HBastard,,Chainmail,Crossbow,True,50,"Cond Field,Immune Unwieldy,MaxInit3,MinInit+1,Seize: first",Random,68359,21907,11320,714,102300,0.6682,0.2141,0.9930,0.7573,18.10,5.10,13.00,1900,95000,719.57,10,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Ministry|Ministry Mastery|Tannery|Tiltyard|War College
"Sgt/Morningstar+Crossbow/Chain (TY) [Cond+1, MaxInit3, MinInit+1, Seize:1st, ImmU]",Sergeant,Morningstar,,Chainmail,Crossbow,True,50,"Cond Field,Immune Unwieldy,MaxInit3,MinInit+1,Seize: first",Random,69001,22931,9592,776,102300,0.6745,0.2242,0.9924,0.7506,17.55,5.44,12.10,1900,95000,726.33,10,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Ministry|Ministry Mastery|Tannery|Tiltyard|War College
"Sgt/WarHammer+Javelin/Chain (TY) [Cond+1, MaxInit3, MinInit+1, Seize:1st, ImmU]",Sergeant,War Hammer,,Chainmail,Javelin,True,50,"Cond Field,Immune Unwieldy,MaxInit3,MinInit+1,Seize: first",Random,73433,20155,7914,798,102300,0.7178,0.1970,0.9922,0.7846,18.39,4.65,13.75,1900,95000,772.98,10,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Ministry|Ministry Mastery|Tannery|Tiltyard|War College
"Sgt/WarHammer+Crossbow/Chain (TY) [Cond+1, MaxInit3, MinInit+1, Seize:1st, ImmU]",Sergeant,War Hammer,,Chainmail,Crossbow,True,50,"Cond Field,Immune Unwieldy,MaxInit3,MinInit+1,Seize: first",Random,73147,20348,7975,830,102300,0.7150,0.1989,0.9919,0.7824,18.26,4.67,13.59,1900,95000,769.97,10,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Ministry|Ministry Mastery|Tannery|Tiltyard|War College
"Sgt/Lance/Scutum/Chain [MaxInit3, MinInit+1, Seize:1st]",Sergeant,Lance,Scutum Shield,Chainmail,,False,50,"MaxInit3,MinInit+1,Seize: first",Random,57677,31441,12371,811,102300,0.5638,0.3073,0.9921,0.6472,17.63,5.26,12.37,1900,95000,607.13,8,16,Animal Husbandry|Armory|Carpentry|Forge|Joinery|Ministry|Ministry Mastery|Stable|Tannery|War College
"Sgt/Lance3/Scutum/Chain [MaxInit3, MinInit+1, Seize:1st]",Sergeant,Lance3,Scutum Shield,Chainmail,,False,50,"MaxInit3,MinInit+1,Seize: first",Random,57727,31508,12207,858,102300,0.5643,0.3080,0.9916,0.6469,17.63,5.28,12.35,1900,95000,607.65,8,16,Animal Husbandry|Armory|Carpentry|Forge|Joinery|Ministry|Ministry Mastery|Stable|Tannery|War College
"Sgt/Cavalry Spear/Scutum/Chain [MaxInit3, MinInit+1, Seize:1st]",Sergeant,Cavalry Spear,Scutum Shield,Chainmail,,False,50,"MaxInit3,MinInit+1,Seize: first",Random,45247,43915,12291,847,102300,0.4423,0.4293,0.9917,0.5075,13.89,9.32,4.57,1900,95000,476.28,8,16,Animal Husbandry|Armory|Carpentry|Forge|Joinery|Ministry|Ministry Mastery|Stable|Tannery|War College
"Sgt/Lance+Crossbow/Chain (TY) [Cond+1, MaxInit3, MinInit+1, Seize:1st, ImmU]",Sergeant,Lance,,Chainmail,Crossbow,True,50,"Cond Field,Immune Unwieldy,MaxInit3,MinInit+1,Seize: first",Random,66740,22131,12597,832,102300,0.6524,0.2163,0.9919,0.7510,17.57,5.11,12.46,1900,95000,702.53,10,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Ministry|Ministry Mastery|Stable|Tannery|Tiltyard|War College
"Sgt/Lance3+Crossbow/Chain (TY) [Cond+1, MaxInit3, MinInit+1, Seize:1st, ImmU]",Sergeant,Lance3,,Chainmail,Crossbow,True,50,"Cond Field,Immune Unwieldy,MaxInit3,MinInit+1,Seize: first",Random,66764,22021,12711,804,102300,0.6526,0.2153,0.9921,0.7520,17.57,5.09,12.48,1900,95000,702.78,10,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Ministry|Ministry Mastery|Stable|Tannery|Tiltyard|War College
"Sgt/Cavalry Spear+Crossbow/Chain (TY) [Cond+1, MaxInit3, MinInit+1, Seize:1st, ImmU]",Sergeant,Cavalry Spear,,Chainmail,Crossbow,True,50,"Cond Field,Immune Unwieldy,MaxInit3,MinInit+1,Seize: first",Random,53830,31240,16437,793,102300,0.5262,0.3054,0.9922,0.6328,13.73,7.63,6.10,1900,95000,566.63,10,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Ministry|Ministry Mastery|Stable|Tannery|Tiltyard|War College
Sgt/2HBastard/Chain [Outr:once],Sergeant,2HBastard,,Chainmail,,False,50,Outrider: once,Random,43554,40793,8146,1557,94050,0.4631,0.4337,0.9834,0.5164,12.01,10.30,1.71,2100,105000,414.80,8,22,Animal Husbandry|Armory|Caravanery|Cipher Chamber|Forge|Outrider Intercept Post|Tannery|War College
Sgt/WarHammer/Chain [Outr:once],Sergeant,War Hammer,,Chainmail,,False,50,Outrider: once,Random,29376,53903,9184,1587,94050,0.3123,0.5731,0.9831,0.3527,7.85,13.98,-6.13,2100,105000,279.77,8,22,Animal Husbandry|Armory|Caravanery|Cipher Chamber|Forge|Outrider Intercept Post|Tannery|War College
Sgt/Crossbow/Chain [Outr:once],Sergeant,,,Chainmail,Crossbow,False,50,Outrider: once,Random,25361,58126,9036,1527,94050,0.2697,0.6180,0.9838,0.3038,6.79,16.21,-9.42,1900,95000,266.96,10,22,Animal Husbandry|Armory|Caravanery|Carpentry|Cipher Chamber|Fletchery|Forge|Outrider Intercept Post|Tannery|War College
Sgt/Lance/Scutum/Chain [Outr:once],Sergeant,Lance,Scutum Shield,Chainmail,,False,50,Outrider: once,Random,43681,31449,17365,1555,94050,0.4644,0.3344,0.9835,0.5814,14.14,6.56,7.58,1900,95000,459.80,10,22,Animal Husbandry|Armory|Caravanery|Carpentry|Cipher Chamber|Forge|Joinery|Outrider Intercept Post|Stable|Tannery|War College
Sgt/Lance3/Scutum/Chain [Outr:once],Sergeant,Lance3,Scutum Shield,Chainmail,,False,50,Outrider: once,Random,43651,31431,17409,1559,94050,0.4641,0.3342,0.9834,0.5814,14.15,6.53,7.62,1900,95000,459.48,10,22,Animal Husbandry|Armory|Caravanery|Carpentry|Cipher Chamber|Forge|Joinery|Outrider Intercept Post|Stable|Tannery|War College
Sgt/Cavalry Spear/Scutum/Chain [Outr:once],Sergeant,Cavalry Spear,Scutum Shield,Chainmail,,False,50,Outrider: once,Random,30501,43494,18589,1466,94050,0.3243,0.4625,0.9844,0.4122,10.19,10.80,-0.61,1900,95000,321.06,10,22,Animal Husbandry|Armory|Caravanery|Carpentry|Cipher Chamber|Forge|Joinery|Outrider Intercept Post|Stable|Tannery|War College
"Sgt/2HBastard/Chain [MaxInit3, Outr:once, Seize:1st]",Sergeant,2HBastard,,Chainmail,,False,50,"MaxInit3,Outrider: once,Seize: first",Random,39719,32029,5198,1304,78250,0.5076,0.4093,0.9833,0.5536,13.63,9.44,4.19,2100,105000,378.28,9,26,Animal Husbandry|Armory|Caravanery|Cipher Chamber|Forge|Ministry|Outrider Intercept Post|Tannery|War College
"Sgt/WarHammer/Chain [MaxInit3, Outr:once, Seize:1st]",Sergeant,War Hammer,,Chainmail,,False,50,"MaxInit3,Outrider: once,Seize: first",Random,30138,40235,6579,1298,78250,0.3852,0.5142,0.9834,0.4283,9.64,11.24,-1.60,2100,105000,287.03,9,26,Animal Husbandry|Armory|Caravanery|Cipher Chamber|Forge|Ministry|Outrider Intercept Post|Tannery|War College
"Sgt/2HBastard/Chain [MaxInit3, MinInit+1, Outr:once, Seize:1st]",Sergeant,2HBastard,,Chainmail,,False,50,"MaxInit3,MinInit+1,Outrider: once,Seize: first",Random,42077,29342,5531,1300,78250,0.5377,0.3750,0.9834,0.5892,15.13,8.54,6.60,2100,105000,400.73,9,26,Animal Husbandry|Armory|Caravanery|Cipher Chamber|Forge|Ministry|Ministry Mastery|Outrider Intercept Post|Tannery|War College
"Sgt/WarHammer/Chain [MaxInit3, MinInit+1, Outr:once, Seize:1st]",Sergeant,War Hammer,,Chainmail,,False,50,"MaxInit3,MinInit+1,Outrider: once,Seize: first",Random,50981,22465,3513,1291,78250,0.6515,0.2871,0.9835,0.6941,16.37,6.55,9.82,2100,105000,485.53,9,26,Animal Husbandry|Armory|Caravanery|Cipher Chamber|Forge|Ministry|Ministry Mastery|Outrider Intercept Post|Tannery|War College
Sgt/2HBastard/Chain [Outr:every],Sergeant,2HBastard,,Chainmail,,False,50,Outrider: every,Random,48048,31143,7880,6979,94050,0.5109,0.3311,0.9258,0.6067,16.13,9.36,6.77,2100,105000,457.60,10,22,Animal Husbandry|Armory|Caravanery|Cipher Chamber|Forge|Outrider Intercept Post|Outrider Mastery|Tannery|War College
Sgt/WarHammer/Chain [Outr:every],Sergeant,War Hammer,,Chainmail,,False,50,Outrider: every,Random,40414,39601,6842,7193,94050,0.4297,0.4211,0.9235,0.5051,13.62,11.86,1.75,2100,105000,384.90,10,22,Animal Husbandry|Armory|Caravanery|Cipher Chamber|Forge|Outrider Intercept Post|Outrider Mastery|Tannery|War College
Sgt/2HBastard/Chain [Rend],Sergeant,2HBastard,,Chainmail,,False,50,Rend,Random,61307,47296,10033,814,119450,0.5132,0.3959,0.9932,0.5645,12.67,7.84,4.83,1900,95000,645.34,6,12,Animal Husbandry|Armory|Forge|MWRend|Tannery|War College
Sgt/WarHammer/Chain [Rend],Sergeant,War Hammer,,Chainmail,,False,50,Rend,Random,42252,65615,10681,902,119450,0.3537,0.5493,0.9924,0.3917,7.90,12.31,-4.41,1900,95000,444.76,6,12,Animal Husbandry|Armory|Forge|MWRend|Tannery|War College
Sgt/Crossbow/Chain [Rend],Sergeant,,,Chainmail,Crossbow,False,50,Rend,Random,38575,69431,10519,925,119450,0.3229,0.5813,0.9923,0.3572,7.18,14.24,-7.06,1700,85000,453.82,8,12,Animal Husbandry|Armory|Carpentry|Fletchery|Forge|MWRend|Tannery|War College
"Sgt/2HBastard+Javelin/Chain (TY) [ImmU, Rend, Cond+1]",Sergeant,2HBastard,,Chainmail,Javelin,True,50,"Cond Field,Immune Unwieldy,Rend",Random,74639,32417,11575,819,119450,0.6249,0.2714,0.9931,0.6972,15.73,5.86,9.86,1700,85000,878.11,10,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|MWRend|Tannery|Tiltyard|War College
"Sgt/2HBastard+Crossbow/Chain (TY) [ImmU, Rend, Cond+1]",Sergeant,2HBastard,,Chainmail,Crossbow,True,50,"Cond Field,Immune Unwieldy,Rend",Random,70979,35709,11974,788,119450,0.5942,0.2989,0.9934,0.6653,14.76,6.80,7.96,1700,85000,835.05,10,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|MWRend|Tannery|Tiltyard|War College
"Sgt/Morningstar+Crossbow/Chain (TY) [ImmU, Rend, Cond+1]",Sergeant,Morningstar,,Chainmail,Crossbow,True,50,"Cond Field,Immune Unwieldy,Rend",Random,57001,45737,15850,862,119450,0.4772,0.3829,0.9928,0.5548,11.33,10.10,1.23,1700,85000,670.60,10,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|MWRend|Tannery|Tiltyard|War College
"Sgt/WarHammer+Javelin/Chain (TY) [ImmU, Rend, Cond+1]",Sergeant,War Hammer,,Chainmail,Javelin,True,50,"Cond Field,Immune Unwieldy,Rend",Random,58171,44118,16331,830,119450,0.4870,0.3693,0.9931,0.5687,11.38,8.70,2.68,1700,85000,684.36,10,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|MWRend|Tannery|Tiltyard|War College
"Sgt/WarHammer+Crossbow/Chain (TY) [ImmU, Rend, Cond+1]",Sergeant,War Hammer,,Chainmail,Crossbow,True,50,"Cond Field,Immune Unwieldy,Rend",Random,55149,46861,16608,832,119450,0.4617,0.3923,0.9930,0.5406,10.80,9.95,0.85,1700,85000,648.81,10,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|MWRend|Tannery|Tiltyard|War College
Sgt/Lance/Scutum/Chain [Rend],Sergeant,Lance,Scutum Shield,Chainmail,,False,50,Rend,Random,61196,36944,20488,822,119450,0.5123,0.3093,0.9931,0.6236,14.97,4.46,10.51,1700,85000,719.95,8,12,Animal Husbandry|Armory|Carpentry|Forge|Joinery|MWRend|Stable|Tannery|War College
Sgt/Lance3/Scutum/Chain [Rend],Sergeant,Lance3,Scutum Shield,Chainmail,,False,50,Rend,Random,61232,36800,20634,784,119450,0.5126,0.3081,0.9934,0.6246,14.96,4.42,10.54,1700,85000,720.38,8,12,Animal Husbandry|Armory|Carpentry|Forge|Joinery|MWRend|Stable|Tannery|War College
Sgt/Cavalry Spear/Scutum/Chain [Rend],Sergeant,Cavalry Spear,Scutum Shield,Chainmail,,False,50,Rend,Random,45766,51298,21546,840,119450,0.3831,0.4295,0.9930,0.4715,11.68,8.56,3.12,1700,85000,538.42,8,12,Animal Husbandry|Armory|Carpentry|Forge|Joinery|MWRend|Stable|Tannery|War College
"Sgt/Lance+Crossbow/Chain (TY) [ImmU, Rend, Cond+1]",Sergeant,Lance,,Chainmail,Crossbow,True,50,"Cond Field,Immune Unwieldy,Rend",Random,69073,35089,14423,865,119450,0.5783,0.2938,0.9928,0.6631,14.30,6.28,8.02,1700,85000,812.62,10,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|MWRend|Stable|Tannery|Tiltyard|War College
"Sgt/Lance3+Crossbow/Chain (TY) [ImmU, Rend, Cond+1]",Sergeant,Lance3,,Chainmail,Crossbow,True,50,"Cond Field,Immune Unwieldy,Rend",Random,68975,35090,14543,842,119450,0.5774,0.2938,0.9930,0.6628,14.28,6.27,8.01,1700,85000,811.47,10,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|MWRend|Stable|Tannery|Tiltyard|War College
"Sgt/Cavalry Spear+Crossbow/Chain (TY) [ImmU, Rend, Cond+1]",Sergeant,Cavalry Spear,,Chainmail,Crossbow,True,50,"Cond Field,Immune Unwieldy,Rend",Random,54191,46292,18126,841,119450,0.4537,0.3875,0.9930,0.5393,11.16,9.71,1.45,1700,85000,637.54,10,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|MWRend|Stable|Tannery|Tiltyard|War College
"Sgt/2HBastard/Chain [MaxInit3, Seize:1st, Rend]",Sergeant,2HBastard,,Chainmail,,False,50,"MaxInit3,Rend,Seize: first",Random,57879,36939,6713,769,102300,0.5658,0.3611,0.9925,0.6104,14.49,6.87,7.63,1900,95000,609.25,7,16,Animal Husbandry|Armory|Forge|MWRend|Ministry|Tannery|War College
"Sgt/WarHammer/Chain [MaxInit3, Seize:1st, Rend]",Sergeant,War Hammer,,Chainmail,,False,50,"MaxInit3,Rend,Seize: first",Random,43265,50574,7598,863,102300,0.4229,0.4944,0.9916,0.4611,9.66,9.65,0.02,1900,95000,455.42,7,16,Animal Husbandry|Armory|Forge|MWRend|Ministry|Tannery|War College
"Sgt/Crossbow/Chain [MaxInit3, Seize:1st, Rend]",Sergeant,,,Chainmail,Crossbow,False,50,"MaxInit3,Rend,Seize: first",Random,39579,54762,7125,834,102300,0.3869,0.5353,0.9918,0.4195,8.74,11.63,-2.89,1700,85000,465.64,9,16,Animal Husbandry|Armory|Carpentry|Fletchery|Forge|MWRend|Ministry|Tannery|War College
"Sgt/Lance/Scutum/Chain [MaxInit3, Seize:1st, Rend]",Sergeant,Lance,Scutum Shield,Chainmail,,False,50,"MaxInit3,Rend,Seize: first",Random,56604,32199,12693,804,102300,0.5533,0.3148,0.9921,0.6374,16.86,4.35,12.51,1700,85000,665.93,9,16,Animal Husbandry|Armory|Carpentry|Forge|Joinery|MWRend|Ministry|Stable|Tannery|War College
"Sgt/Lance3/Scutum/Chain [MaxInit3, Seize:1st, Rend]",Sergeant,Lance3,Scutum Shield,Chainmail,,False,50,"MaxInit3,Rend,Seize: first",Random,56587,32251,12669,793,102300,0.5531,0.3153,0.9922,0.6370,16.84,4.32,12.51,1700,85000,665.73,9,16,Animal Husbandry|Armory|Carpentry|Forge|Joinery|MWRend|Ministry|Stable|Tannery|War College
"Sgt/Cavalry Spear/Scutum/Chain [MaxInit3, Seize:1st, Rend]",Sergeant,Cavalry Spear,Scutum Shield,Chainmail,,False,50,"MaxInit3,Rend,Seize: first",Random,44228,44998,12298,776,102300,0.4323,0.4399,0.9924,0.4957,13.46,8.60,4.86,1700,85000,520.33,9,16,Animal Husbandry|Armory|Carpentry|Forge|Joinery|MWRend|Ministry|Stable|Tannery|War College
"Sgt/2HBastard/Chain [MaxInit3, MinInit+1, Seize:1st, Rend]",Sergeant,2HBastard,,Chainmail,,False,50,"MaxInit3,MinInit+1,Rend,Seize: first",Random,61358,32777,7405,760,102300,0.5998,0.3204,0.9926,0.6518,16.18,5.88,10.31,1900,95000,645.87,7,16,Animal Husbandry|Armory|Forge|MWRend|Ministry|Ministry Mastery|Tannery|War College
"Sgt/WarHammer/Chain [MaxInit3, MinInit+1, Seize:1st, Rend]",Sergeant,War Hammer,,Chainmail,,False,50,"MaxInit3,MinInit+1,Rend,Seize: first",Random,67301,28810,5374,815,102300,0.6579,0.2816,0.9920,0.7002,15.56,4.51,11.05,1900,95000,708.43,7,16,Animal Husbandry|Armory|Forge|MWRend|Ministry|Ministry Mastery|Tannery|War College
"Sgt/Crossbow/Chain [MaxInit3, MinInit+1, Seize:1st, Rend]",Sergeant,,,Chainmail,Crossbow,False,50,"MaxInit3,MinInit+1,Rend,Seize: first",Random,56974,38257,6264,805,102300,0.5569,0.3740,0.9921,0.5983,13.13,6.20,6.93,1700,85000,670.28,9,16,Animal Husbandry|Armory|Carpentry|Fletchery|Forge|MWRend|Ministry|Ministry Mastery|Tannery|War College
"Sgt/Lance/Scutum/Chain [MaxInit3, MinInit+1, Seize:1st, Rend]",Sergeant,Lance,Scutum Shield,Chainmail,,False,50,"MaxInit3,MinInit+1,Rend,Seize: first",Random,57770,30676,13044,810,102300,0.5647,0.2999,0.9921,0.6532,17.73,4.05,13.67,1700,85000,679.65,9,16,Animal Husbandry|Armory|Carpentry|Forge|Joinery|MWRend|Ministry|Ministry Mastery|Stable|Tannery|War College
"Sgt/Lance3/Scutum/Chain [MaxInit3, MinInit+1, Seize:1st, Rend]",Sergeant,Lance3,Scutum Shield,Chainmail,,False,50,"MaxInit3,MinInit+1,Rend,Seize: first",Random,57861,30811,12888,740,102300,0.5656,0.3012,0.9928,0.6525,17.72,4.02,13.71,1700,85000,680.72,9,16,Animal Husbandry|Armory|Carpentry|Forge|Joinery|MWRend|Ministry|Ministry Mastery|Stable|Tannery|War College
"Sgt/Cavalry Spear/Scutum/Chain [MaxInit3, MinInit+1, Seize:1st, Rend]",Sergeant,Cavalry Spear,Scutum Shield,Chainmail,,False,50,"MaxInit3,MinInit+1,Rend,Seize: first",Random,45327,43697,12505,771,102300,0.4431,0.4271,0.9925,0.5092,13.97,8.31,5.66,1700,85000,533.26,9,16,Animal Husbandry|Armory|Carpentry|Forge|Joinery|MWRend|Ministry|Ministry Mastery|Stable|Tannery|War College
"Sgt/2HBastard/Chain [Outr:once, Rend]",Sergeant,2HBastard,,Chainmail,,False,50,"Outrider: once,Rend",Random,44617,38745,9116,1572,94050,0.4744,0.4120,0.9833,0.5352,12.50,8.53,3.97,1900,95000,469.65,9,22,Animal Husbandry|Armory|Caravanery|Cipher Chamber|Forge|MWRend|Outrider Intercept Post|Tannery|War College
"Sgt/WarHammer/Chain [Outr:once, Rend]",Sergeant,War Hammer,,Chainmail,,False,50,"Outrider: once,Rend",Random,29476,53629,9357,1588,94050,0.3134,0.5702,0.9831,0.3547,7.94,12.69,-4.75,1900,95000,310.27,9,22,Animal Husbandry|Armory|Caravanery|Cipher Chamber|Forge|MWRend|Outrider Intercept Post|Tannery|War College
"Sgt/2HBastard/Chain [MaxInit3, Outr:once, Seize:1st, Rend]",Sergeant,2HBastard,,Chainmail,,False,50,"MaxInit3,Outrider: once,Rend,Seize: first",Random,40596,30158,6240,1256,78250,0.5188,0.3854,0.9839,0.5738,14.12,7.71,6.42,1900,95000,427.33,10,26,Animal Husbandry|Armory|Caravanery|Cipher Chamber|Forge|MWRend|Ministry|Outrider Intercept Post|Tannery|War College
"Sgt/WarHammer/Chain [MaxInit3, Outr:once, Seize:1st, Rend]",Sergeant,War Hammer,,Chainmail,,False,50,"MaxInit3,Outrider: once,Rend,Seize: first",Random,30143,40114,6729,1264,78250,0.3852,0.5126,0.9838,0.4290,9.71,9.83,-0.13,1900,95000,317.29,10,26,Animal Husbandry|Armory|Caravanery|Cipher Chamber|Forge|MWRend|Ministry|Outrider Intercept Post|Tannery|War College
"Sgt/2HBastard/Chain [Outr:once, MaxInit3, MinInit+1, Seize:1st, Rend]",Sergeant,2HBastard,,Chainmail,,False,50,"MaxInit3,MinInit+1,Outrider: once,Rend,Seize: first",Random,43343,27107,6526,1274,78250,0.5539,0.3464,0.9837,0.6152,15.81,6.73,9.08,1900,95000,456.24,10,26,Animal Husbandry|Armory|Caravanery|Cipher Chamber|Forge|MWRend|Ministry|Ministry Mastery|Outrider Intercept Post|Tannery|War College
"Sgt/WarHammer/Chain [Outr:once, MaxInit3, MinInit+1, Seize:1st, Rend]",Sergeant,War Hammer,,Chainmail,,False,50,"MaxInit3,MinInit+1,Outrider: once,Rend,Seize: first",Random,51466,21167,4320,1297,78250,0.6577,0.2705,0.9834,0.7086,16.69,4.67,12.02,1900,95000,541.75,10,26,Animal Husbandry|Armory|Caravanery|Cipher Chamber|Forge|MWRend|Ministry|Ministry Mastery|Outrider Intercept Post|Tannery|War College
Sgt/2HBastard/FullPlate [GF],Sergeant,2HBastard,,Full Plate,,False,50,GF Armor,Random,49336,50596,18692,826,119450,0.4130,0.4236,0.9931,0.4937,11.19,9.74,1.45,1900,95000,519.33,5,12,Animal Husbandry|Armory|Forge|Gilded Foundry|Tannery|War College
Sgt/WarHammer/FullPlate [GF],Sergeant,War Hammer,,Full Plate,,False,50,GF Armor,Random,32313,68698,17512,927,119450,0.2705,0.5751,0.9922,0.3199,7.38,18.48,-11.10,1900,95000,340.14,5,12,Animal Husbandry|Armory|Forge|Gilded Foundry|Tannery|War College
Sgt/Bastard/Tower/FullPlate [GF],Sergeant,Bastard Sword,Tower Shield,Full Plate,,False,50,GF Armor,Random,32719,60069,25756,906,119450,0.2739,0.5029,0.9924,0.3526,10.24,19.57,-9.33,1700,85000,384.93,7,12,Animal Husbandry|Armory|Carpentry|Forge|Gilded Foundry|Joinery|Tannery|War College
Sgt/Crossbow/FullPlate [GF],Sergeant,,,Full Plate,Crossbow,False,50,GF Armor,Random,32403,68635,17558,854,119450,0.2713,0.5746,0.9929,0.3207,7.36,20.11,-12.75,1700,85000,381.21,7,12,Animal Husbandry|Armory|Carpentry|Fletchery|Forge|Gilded Foundry|Tannery|War College
Sgt/Crossbow/Tower/FullPlate [GF],Sergeant,,Tower Shield,Full Plate,Crossbow,False,50,GF Armor,Random,32704,60115,25685,946,119450,0.2738,0.5033,0.9921,0.3523,10.23,21.23,-11.00,1500,75000,436.05,8,12,Animal Husbandry|Armory|Carpentry|Fletchery|Forge|Gilded Foundry|Joinery|Tannery|War College
"Sgt/2HBastard+Javelin/FullPlate (TY) [ImmU, GF, Cond+1]",Sergeant,2HBastard,,Full Plate,Javelin,True,50,"Cond Field,GF Armor,Immune Unwieldy",Random,70408,21988,26231,823,119450,0.5894,0.1841,0.9931,0.7620,15.38,4.70,10.68,1700,85000,828.33,9,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Tannery|Tiltyard|War College
